recoveredCode;date;recoveredQuantity;recoveredTotalQuantity;nameCountry;nameDataset
Recovered-001135;2020-05-14;3;51;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001136;2020-05-14;5;135;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001137;2020-05-14;1;12;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-001138;2020-05-14;91;3222;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001139;2020-05-14;60;842;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001140;2020-05-13;3;595;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001141;2020-05-13;39;895;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001142;2020-05-13;4;105;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001143;2020-05-13;8;1553;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001144;2020-05-13;25;198;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001145;2020-05-13;19;759;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001146;2020-05-13;9;157;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001147;2020-05-13;1;13;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001148;2020-05-13;111;1070;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001149;2020-05-13;25;162;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001150;2020-05-13;5;61;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001151;2020-05-13;25;97;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001152;2020-05-13;388;4745;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001153;2020-05-13;82;902;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001154;2020-05-13;2;3;Comoras;recovered_cases_africa_ncov_2020-06-16
Recovered-001155;2020-05-13;11;164;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001156;2020-05-13;14;900;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001157;2020-05-13;14;412;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001158;2020-05-13;20;514;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001159;2020-05-13;22;281;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001160;2020-05-13;6;61;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001161;2020-05-13;160;2486;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001162;2020-05-13;60;3058;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001163;2020-05-13;20;48;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001164;2020-05-13;32;3131;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001165;2020-05-13;4;130;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001166;2020-05-13;1;35;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001167;2020-05-13;2;78;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001168;2020-05-13;2;108;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001169;2020-05-13;2;107;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001170;2020-05-13;108;3099;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001171;2020-05-13;7;124;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001172;2020-05-13;16;782;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001173;2020-05-12;21;1545;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001174;2020-05-12;8;592;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001175;2020-05-12;40;856;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001176;2020-05-12;15;101;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001177;2020-05-12;57;959;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001178;2020-05-12;13;740;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001179;2020-05-12;2;148;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001180;2020-05-12;12;173;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001181;2020-05-12;1;14;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-001182;2020-05-12;7;96;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001183;2020-05-12;2;820;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001184;2020-05-12;11;648;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001185;2020-05-12;3;153;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001186;2020-05-12;23;76;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001187;2020-05-12;61;2991;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001188;2020-05-12;154;2326;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001189;2020-05-12;10;137;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001190;2020-05-12;14;886;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001191;2020-05-12;157;2998;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001192;2020-05-12;21;398;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001193;2020-05-12;5;126;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001194;2020-05-12;8;259;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001195;2020-05-12;119;2930;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001196;2020-05-12;4;11;Burundi;recovered_cases_africa_ncov_2020-06-16
Recovered-001197;2020-05-12;27;742;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001198;2020-05-12;5;17;Botsuana;recovered_cases_africa_ncov_2020-06-16
Recovered-001199;2020-05-12;1;106;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001200;2020-05-11;24;766;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001201;2020-05-11;45;816;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001202;2020-05-11;59;1524;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001203;2020-05-11;1;86;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001204;2020-05-11;3;12;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001205;2020-05-11;27;727;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001206;2020-05-11;5;146;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001207;2020-05-11;124;902;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001208;2020-05-11;12;161;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001209;2020-05-11;17;127;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001210;2020-05-11;13;637;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001211;2020-05-11;2;322;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001212;2020-05-11;4;28;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001213;2020-05-11;1;38;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001214;2020-05-11;7;584;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001215;2020-05-11;10;150;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001216;2020-05-11;25;872;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001217;2020-05-11;24;818;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001218;2020-05-11;1;10;Gambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001219;2020-05-11;26;377;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001220;2020-05-11;52;2811;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001221;2020-05-11;5;72;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001222;2020-05-11;163;2841;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001223;2020-05-11;1;28;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001224;2020-05-11;10;24;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-001225;2020-05-11;97;2172;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001226;2020-05-11;12;251;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001227;2020-05-11;3;121;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001228;2020-05-11;184;4357;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001229;2020-05-11;1;105;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001230;2020-05-11;205;2759;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001231;2020-05-11;6;105;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001232;2020-05-11;65;715;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001233;2020-05-10;57;771;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001234;2020-05-10;116;494;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001235;2020-05-10;3;53;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001236;2020-05-10;40;700;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001237;2020-05-10;5;141;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001238;2020-05-10;33;778;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001239;2020-05-10;30;149;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001240;2020-05-10;3;104;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001241;2020-05-10;1;26;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-001242;2020-05-10;2;89;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001243;2020-05-10;13;847;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001244;2020-05-10;190;4173;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001245;2020-05-10;7;624;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001246;2020-05-10;25;794;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001247;2020-05-10;9;67;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001248;2020-05-10;9;2554;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001249;2020-05-10;73;2075;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001250;2020-05-10;132;2678;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001251;2020-05-10;32;239;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001252;2020-05-10;53;351;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001253;2020-05-10;8;118;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001254;2020-05-10;13;27;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001255;2020-05-10;5;117;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001256;2020-05-10;7;650;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001257;2020-05-10;2;99;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001258;2020-05-10;84;2545;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001259;2020-05-10;219;1465;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001260;2020-05-10;2;11;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-001261;2020-05-09;6;85;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001262;2020-05-09;16;714;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001263;2020-05-09;8;577;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001264;2020-05-09;22;660;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001265;2020-05-09;6;136;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001266;2020-05-09;17;119;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001267;2020-05-09;15;769;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001268;2020-05-09;66;745;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001269;2020-05-09;11;1232;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001270;2020-05-09;55;378;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001271;2020-05-09;17;617;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001272;2020-05-09;3;53;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001273;2020-05-09;5;50;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001274;2020-05-09;4;58;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001275;2020-05-09;3;12;Botsuana;recovered_cases_africa_ncov_2020-06-16
Recovered-001276;2020-05-09;4;140;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001277;2020-05-09;57;2002;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001278;2020-05-09;72;2461;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001279;2020-05-09;10;834;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001280;2020-05-09;13;298;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001281;2020-05-09;2;87;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001282;2020-05-09;79;2546;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001283;2020-05-09;1;14;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001284;2020-05-09;830;3983;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001285;2020-05-09;7;34;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001286;2020-05-09;4;110;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001287;2020-05-09;5;207;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001288;2020-05-09;65;2389;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001289;2020-05-09;2;97;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001290;2020-05-09;32;643;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001291;2020-05-09;1;112;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001292;2020-05-08;14;1246;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001293;2020-05-08;3;569;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001294;2020-05-08;35;698;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001295;2020-05-08;4;9;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001296;2020-05-08;38;638;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001297;2020-05-08;1;9;Botsuana;recovered_cases_africa_ncov_2020-06-16
Recovered-001298;2020-05-08;18;56;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001299;2020-05-08;12;45;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001300;2020-05-08;78;679;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001301;2020-05-08;11;130;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001302;2020-05-08;14;285;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001303;2020-05-08;14;600;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001304;2020-05-08;22;2324;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001305;2020-05-08;58;1945;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001306;2020-05-08;3;27;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001307;2020-05-08;7;37;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001308;2020-05-08;3;136;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001309;2020-05-08;25;824;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001310;2020-05-08;20;323;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001311;2020-05-08;2;13;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-001312;2020-05-08;10;102;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001313;2020-05-08;144;2467;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001314;2020-05-08;8;111;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001315;2020-05-08;5;202;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001316;2020-05-08;2;95;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001317;2020-05-08;49;611;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001318;2020-05-08;123;2302;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001319;2020-05-07;2;12;República Centroafricana;recovered_cases_africa_ncov_2020-06-16
Recovered-001320;2020-05-07;34;663;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001321;2020-05-07;4;566;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001322;2020-05-07;12;754;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001323;2020-05-07;219;1221;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001324;2020-05-07;9;600;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001325;2020-05-07;1;9;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-001326;2020-05-07;16;119;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001327;2020-05-07;67;601;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001328;2020-05-07;1;25;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-001329;2020-05-07;11;110;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001330;2020-05-07;21;742;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001331;2020-05-07;25;586;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001332;2020-05-07;3;133;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001333;2020-05-07;3;33;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001334;2020-05-07;44;799;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001335;2020-05-07;3;24;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001336;2020-05-07;7;50;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001337;2020-05-07;12;106;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001338;2020-05-07;72;1887;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001339;2020-05-07;55;2179;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001340;2020-05-07;2;103;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001341;2020-05-07;126;2323;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001342;2020-05-07;8;85;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001343;2020-05-07;10;271;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001344;2020-05-07;7;197;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001345;2020-05-07;7;94;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001346;2020-05-07;107;2124;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001347;2020-05-07;69;562;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001348;2020-05-07;9;303;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001349;2020-05-06;4;79;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001350;2020-05-06;32;629;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001351;2020-05-06;7;562;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001352;2020-05-06;2;1002;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001353;2020-05-06;9;101;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001354;2020-05-06;12;92;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001355;2020-05-06;3;53;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-001356;2020-05-06;11;103;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001357;2020-05-06;109;591;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001358;2020-05-06;2;2;Sudán del Sur;recovered_cases_africa_ncov_2020-06-16
Recovered-001359;2020-05-06;53;534;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001360;2020-05-06;6;99;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001361;2020-05-06;1;320;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001362;2020-05-06;20;721;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001363;2020-05-06;1;38;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001364;2020-05-06;18;561;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001365;2020-05-06;407;3153;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001366;2020-05-06;1;130;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001367;2020-05-06;7;555;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001368;2020-05-06;4;30;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001369;2020-05-06;9;755;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001370;2020-05-06;48;2017;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001371;2020-05-06;1;13;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001372;2020-05-06;3;77;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001373;2020-05-06;5;14;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-001374;2020-05-06;85;1815;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001375;2020-05-06;2;21;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001376;2020-05-06;130;2197;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001377;2020-05-06;12;87;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001378;2020-05-06;8;190;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001379;2020-05-06;11;54;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001380;2020-05-06;33;261;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001381;2020-05-06;2;101;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001382;2020-05-06;23;493;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001383;2020-05-06;131;1969;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001384;2020-05-06;2;93;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001385;2020-05-05;1;1;Comoras;recovered_cases_africa_ncov_2020-06-16
Recovered-001386;2020-05-05;99;597;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001387;2020-05-05;10;80;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001388;2020-05-05;17;75;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001389;2020-05-05;47;1000;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001390;2020-05-05;2;92;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001391;2020-05-05;64;481;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001392;2020-05-05;3;9;Seychelles;recovered_cases_africa_ncov_2020-06-16
Recovered-001393;2020-05-05;76;482;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001394;2020-05-05;4;13;Guinea Ecuatorial;recovered_cases_africa_ncov_2020-06-16
Recovered-001395;2020-05-05;5;24;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-001396;2020-05-05;3;319;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001397;2020-05-05;1;24;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001398;2020-05-05;1;99;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001399;2020-05-05;9;543;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001400;2020-05-05;8;701;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001401;2020-05-05;1;129;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001402;2020-05-05;39;1838;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001403;2020-05-05;4;30;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001404;2020-05-05;4;43;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001405;2020-05-05;33;746;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001406;2020-05-05;98;1730;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001407;2020-05-05;69;2067;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001408;2020-05-05;17;182;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001409;2020-05-05;5;228;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001410;2020-05-05;6;43;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001411;2020-05-05;14;75;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001412;2020-05-05;14;92;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001413;2020-05-05;16;91;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001414;2020-05-05;146;1799;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001415;2020-05-05;55;470;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001416;2020-05-04;48;498;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001417;2020-05-04;3;548;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001418;2020-05-04;9;70;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001419;2020-05-04;10;90;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001420;2020-05-04;17;417;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001421;2020-05-04;78;406;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001422;2020-05-04;8;93;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001423;2020-05-04;1;23;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001424;2020-05-04;16;534;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001425;2020-05-04;4;128;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001426;2020-05-04;1;26;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001427;2020-05-04;40;693;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001428;2020-05-04;65;294;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001429;2020-05-04;197;2746;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001430;2020-05-04;1;316;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001431;2020-05-04;4;37;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001432;2020-05-04;88;1653;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001433;2020-05-04;62;1998;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001434;2020-05-04;70;1632;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001435;2020-05-04;27;713;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001436;2020-05-04;17;61;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001437;2020-05-04;3;55;Uganda;recovered_cases_africa_ncov_2020-06-16
